Year,State.Code,State.Name,Income,Math,Verbal
2008,TX,Texas,Less than 20k,454,437
2008,TX,Texas,More than 100k,566,546
2008,UT,Utah,Between 20-40k,555,561
2008,UT,Utah,Between 40-60k,567,570
2008,UT,Utah,Between 60-80k,548,560
2008,UT,Utah,Between 80-100k,578,573
2008,UT,Utah,Less than 20k,498,497
2008,UT,Utah,More than 100k,549,564
2008,VT,Vermont,Between 20-40k,518,514
2008,VT,Vermont,Between 40-60k,535,527
2008,VT,Vermont,Between 60-80k,561,552
2008,VT,Vermont,Between 80-100k,553,531
2008,VT,Vermont,Less than 20k,487,490
2008,VT,Vermont,More than 100k,585,562
2008,VI,Virgin Islands,Between 20-40k,400,420
2008,VI,Virgin Islands,Between 40-60k,463,496
2008,VI,Virgin Islands,Between 60-80k,249,232
2008,VI,Virgin Islands,Between 80-100k,490,542
2008,VI,Virgin Islands,Less than 20k,362,390
2008,VI,Virgin Islands,More than 100k,0,0
2008,VA,Virginia,Between 20-40k,492,494
2008,VA,Virginia,Between 40-60k,521,521
2008,VA,Virginia,Between 60-80k,540,541
2008,VA,Virginia,Between 80-100k,548,547
2008,VA,Virginia,Less than 20k,449,447
2008,VA,Virginia,More than 100k,569,562
2008,WA,Washington,Between 20-40k,521,518
2008,WA,Washington,Between 40-60k,541,534
2008,WA,Washington,Between 60-80k,548,542
2008,WA,Washington,Between 80-100k,557,548
2008,WA,Washington,Less than 20k,485,472
2008,WA,Washington,More than 100k,570,561
2008,WV,West Virginia,Between 20-40k,491,502
2008,WV,West Virginia,Between 40-60k,510,517
2008,WV,West Virginia,Between 60-80k,518,527
2008,WV,West Virginia,Between 80-100k,522,521
2008,WV,West Virginia,Less than 20k,477,490
2008,WV,West Virginia,More than 100k,532,543
2008,WI,Wisconsin,Between 20-40k,585,573
2008,WI,Wisconsin,Between 40-60k,617,597
2008,WI,Wisconsin,Between 60-80k,620,606
2008,WI,Wisconsin,Between 80-100k,616,590
2008,WI,Wisconsin,Less than 20k,541,525
2008,WI,Wisconsin,More than 100k,621,603
2008,WY,Wyoming,Between 20-40k,568,550
2008,WY,Wyoming,Between 40-60k,595,604
2008,WY,Wyoming,Between 60-80k,553,579
2008,WY,Wyoming,Between 80-100k,548,514
2008,WY,Wyoming,Less than 20k,521,519
2008,WY,Wyoming,More than 100k,568,581
2009,AL,Alabama,Between 20-40k,533,541
2009,AL,Alabama,Between 40-60k,560,564
2009,AL,Alabama,Between 60-80k,565,567
2009,AL,Alabama,Between 80-100k,585,583
2009,AL,Alabama,Less than 20k,468,489
2009,AL,Alabama,More than 100k,596,590
2009,AK,Alaska,Between 20-40k,533,541
2009,AK,Alaska,Between 40-60k,560,564
2009,AK,Alaska,Between 60-80k,565,567
2009,AK,Alaska,Between 80-100k,585,583
2009,AK,Alaska,Less than 20k,468,489
2009,AK,Alaska,More than 100k,596,590
2009,AZ,Arizona,Between 20-40k,508,507
2009,AZ,Arizona,Between 40-60k,530,524
2009,AZ,Arizona,Between 60-80k,544,537
2009,AZ,Arizona,Between 80-100k,547,537
2009,AZ,Arizona,Less than 20k,478,474
2009,AZ,Arizona,More than 100k,561,552
2009,AR,Arkansas,Between 20-40k,565,565
2009,AR,Arkansas,Between 40-60k,575,584
2009,AR,Arkansas,Between 60-80k,593,598
2009,AR,Arkansas,Between 80-100k,581,587
2009,AR,Arkansas,Less than 20k,528,519
2009,AR,Arkansas,More than 100k,605,593
2009,CA,California,Between 20-40k,504,494
2009,CA,California,Between 40-60k,537,525
2009,CA,California,Between 60-80k,549,535
2009,CA,California,Between 80-100k,555,543
2009,CA,California,Less than 20k,458,444
2009,CA,California,More than 100k,581,565
2009,CO,Colorado,Between 20-40k,557,554
2009,CO,Colorado,Between 40-60k,573,570
2009,CO,Colorado,Between 60-80k,588,576
2009,CO,Colorado,Between 80-100k,582,572
2009,CO,Colorado,Less than 20k,526,519
2009,CO,Colorado,More than 100k,591,580
2009,CT,Connecticut,Between 20-40k,489,489
2009,CT,Connecticut,Between 40-60k,519,516
2009,CT,Connecticut,Between 60-80k,537,529
2009,CT,Connecticut,Between 80-100k,544,539
2009,CT,Connecticut,Less than 20k,436,437
2009,CT,Connecticut,More than 100k,590,575
2009,DE,Delaware,Between 20-40k,482,480
2009,DE,Delaware,Between 40-60k,512,511
2009,DE,Delaware,Between 60-80k,527,519
2009,DE,Delaware,Between 80-100k,530,539
2009,DE,Delaware,Less than 20k,440,437
2009,DE,Delaware,More than 100k,576,563
2009,DC,District Of Columbia,Between 20-40k,418,441
2009,DC,District Of Columbia,Between 40-60k,484,508
2009,DC,District Of Columbia,Between 60-80k,534,551
2009,DC,District Of Columbia,Between 80-100k,591,611
2009,DC,District Of Columbia,Less than 20k,373,384
2009,DC,District Of Columbia,More than 100k,614,632
2009,FL,Florida,Between 20-40k,498,499
2009,FL,Florida,Between 40-60k,520,517
2009,FL,Florida,Between 60-80k,528,524
2009,FL,Florida,Between 80-100k,534,531
2009,FL,Florida,Less than 20k,450,453
2009,FL,Florida,More than 100k,553,547
2009,GA,Georgia,Between 20-40k,482,484
2009,GA,Georgia,Between 40-60k,513,512
2009,GA,Georgia,Between 60-80k,531,525
2009,GA,Georgia,Between 80-100k,539,532
2009,GA,Georgia,Less than 20k,437,438
2009,GA,Georgia,More than 100k,563,553
2009,HI,Hawaii,Between 20-40k,485,467
2009,HI,Hawaii,Between 40-60k,516,491
2009,HI,Hawaii,Between 60-80k,530,500
2009,HI,Hawaii,Between 80-100k,528,499
2009,HI,Hawaii,Less than 20k,459,440
2009,HI,Hawaii,More than 100k,549,524
2009,ID,Idaho,Between 20-40k,531,537
2009,ID,Idaho,Between 40-60k,548,549
2009,ID,Idaho,Between 60-80k,560,557
2009,ID,Idaho,Between 80-100k,556,548
2009,ID,Idaho,Less than 20k,521,517
2009,ID,Idaho,More than 100k,565,556
2009,IL,Illinois,Between 20-40k,582,569
2009,IL,Illinois,Between 40-60k,613,598
2009,IL,Illinois,Between 60-80k,614,602
2009,IL,Illinois,Between 80-100k,621,608
2009,IL,Illinois,Less than 20k,532,510
2009,IL,Illinois,More than 100k,627,609
2009,IN,Indiana,Between 20-40k,500,489
2009,IN,Indiana,Between 40-60k,522,506
2009,IN,Indiana,Between 60-80k,537,520
2009,IN,Indiana,Between 80-100k,543,530
2009,IN,Indiana,Less than 20k,462,458
2009,IN,Indiana,More than 100k,561,545
2009,IA,Iowa,Between 20-40k,606,608
2009,IA,Iowa,Between 40-60k,622,614
2009,IA,Iowa,Between 60-80k,617,628
2009,IA,Iowa,Between 80-100k,621,614
2009,IA,Iowa,Less than 20k,575,547
2009,IA,Iowa,More than 100k,624,619
2009,KS,Kansas,Between 20-40k,573,576
2009,KS,Kansas,Between 40-60k,600,593
2009,KS,Kansas,Between 60-80k,586,589
2009,KS,Kansas,Between 80-100k,592,586
2009,KS,Kansas,Less than 20k,563,525
2009,KS,Kansas,More than 100k,610,592
2009,KY,Kentucky,Between 20-40k,556,563
2009,KY,Kentucky,Between 40-60k,572,568
2009,KY,Kentucky,Between 60-80k,588,588
2009,KY,Kentucky,Between 80-100k,580,584
2009,KY,Kentucky,Less than 20k,539,532
2009,KY,Kentucky,More than 100k,587,586
2009,LA,Louisiana,Between 20-40k,543,550
2009,LA,Louisiana,Between 40-60k,568,578
2009,LA,Louisiana,Between 60-80k,573,576
2009,LA,Louisiana,Between 80-100k,569,578
2009,LA,Louisiana,Less than 20k,484,485
2009,LA,Louisiana,More than 100k,595,601
2009,ME,Maine,Between 20-40k,483,486
2009,ME,Maine,Between 40-60k,514,507
2009,ME,Maine,Between 60-80k,521,514
2009,ME,Maine,Between 80-100k,531,521
2009,ME,Maine,Less than 20k,442,452
2009,ME,Maine,More than 100k,547,534
2009,MD,Maryland,Between 20-40k,482,483
2009,MD,Maryland,Between 40-60k,523,517
2009,MD,Maryland,Between 60-80k,537,532
2009,MD,Maryland,Between 80-100k,552,543
2009,MD,Maryland,Less than 20k,432,434
2009,MD,Maryland,More than 100k,580,569
2009,MA,Massachusetts,Between 20-40k,504,496
2009,MA,Massachusetts,Between 40-60k,533,522
2009,MA,Massachusetts,Between 60-80k,553,537
2009,MA,Massachusetts,Between 80-100k,568,556
2009,MA,Massachusetts,Less than 20k,463,446
2009,MA,Massachusetts,More than 100k,595,579
2009,MI,Michigan,Between 20-40k,581,570
2009,MI,Michigan,Between 40-60k,608,587
2009,MI,Michigan,Between 60-80k,608,591
2009,MI,Michigan,Between 80-100k,622,609
2009,MI,Michigan,Less than 20k,541,512
2009,MI,Michigan,More than 100k,617,595
2009,MN,Minnesota,Between 20-40k,590,581
2009,MN,Minnesota,Between 40-60k,610,605
2009,MN,Minnesota,Between 60-80k,618,610
2009,MN,Minnesota,Between 80-100k,619,611
2009,MN,Minnesota,Less than 20k,558,518
2009,MN,Minnesota,More than 100k,628,612
2009,MS,Mississippi,Between 20-40k,550,569
2009,MS,Mississippi,Between 40-60k,563,576
2009,MS,Mississippi,Between 60-80k,564,575
2009,MS,Mississippi,Between 80-100k,576,586
2009,MS,Mississippi,Less than 20k,494,496
2009,MS,Mississippi,More than 100k,602,599
2009,MO,Missouri,Between 20-40k,586,584
2009,MO,Missouri,Between 40-60k,600,604
2009,MO,Missouri,Between 60-80k,616,608
2009,MO,Missouri,Between 80-100k,617,609
2009,MO,Missouri,Less than 20k,556,536
2009,MO,Missouri,More than 100k,620,611
2009,MT,Montana,Between 20-40k,544,538
2009,MT,Montana,Between 40-60k,545,542
2009,MT,Montana,Between 60-80k,549,544
2009,MT,Montana,Between 80-100k,524,543
2009,MT,Montana,Less than 20k,518,521
2009,MT,Montana,More than 100k,585,563
2009,NE,Nebraska,Between 20-40k,595,592
2009,NE,Nebraska,Between 40-60k,590,585
2009,NE,Nebraska,Between 60-80k,606,603
2009,NE,Nebraska,Between 80-100k,599,595
2009,NE,Nebraska,Less than 20k,541,524
2009,NE,Nebraska,More than 100k,611,595
2009,NV,Nevada,Between 20-40k,499,497
2009,NV,Nevada,Between 40-60k,517,514
2009,NV,Nevada,Between 60-80k,516,518
2009,NV,Nevada,Between 80-100k,536,530
2009,NV,Nevada,Less than 20k,470,465
2009,NV,Nevada,More than 100k,538,530
2009,NH,New Hampshire,Between 20-40k,503,506
2009,NH,New Hampshire,Between 40-60k,522,520
2009,NH,New Hampshire,Between 60-80k,537,532
2009,NH,New Hampshire,Between 80-100k,548,546
2009,NH,New Hampshire,Less than 20k,481,485
2009,NH,New Hampshire,More than 100k,577,566
2009,NJ,New Jersey,Between 20-40k,495,480
2009,NJ,New Jersey,Between 40-60k,521,505
2009,NJ,New Jersey,Between 60-80k,538,519
2009,NJ,New Jersey,Between 80-100k,552,531
2009,NJ,New Jersey,Less than 20k,444,426
2009,NJ,New Jersey,More than 100k,580,559
2009,NM,New Mexico,Between 20-40k,527,534
2009,NM,New Mexico,Between 40-60k,553,559
2009,NM,New Mexico,Between 60-80k,570,579
2009,NM,New Mexico,Between 80-100k,571,587
2009,NM,New Mexico,Less than 20k,494,494
2009,NM,New Mexico,More than 100k,587,578
2009,NY,New York,Between 20-40k,500,486
2009,NY,New York,Between 40-60k,527,509
2009,NY,New York,Between 60-80k,538,520
2009,NY,New York,Between 80-100k,546,527
2009,NY,New York,Less than 20k,457,436
2009,NY,New York,More than 100k,583,567
2009,NC,North Carolina,Between 20-40k,506,490
2009,NC,North Carolina,Between 40-60k,535,517
2009,NC,North Carolina,Between 60-80k,551,532
2009,NC,North Carolina,Between 80-100k,555,540
2009,NC,North Carolina,Less than 20k,456,441
2009,NC,North Carolina,More than 100k,580,561
2009,ND,North Dakota,Between 20-40k,605,600
2009,ND,North Dakota,Between 40-60k,585,584
2009,ND,North Dakota,Between 60-80k,579,604
2009,ND,North Dakota,Between 80-100k,573,611
2009,ND,North Dakota,Less than 20k,501,526
2009,ND,North Dakota,More than 100k,627,617
2009,OH,Ohio,Between 20-40k,528,525
2009,OH,Ohio,Between 40-60k,555,543
2009,OH,Ohio,Between 60-80k,557,546
2009,OH,Ohio,Between 80-100k,573,559
2009,OH,Ohio,Less than 20k,476,475
2009,OH,Ohio,More than 100k,588,568
2009,OK,Oklahoma,Between 20-40k,560,565
2009,OK,Oklahoma,Between 40-60k,575,587
2009,OK,Oklahoma,Between 60-80k,580,579
2009,OK,Oklahoma,Between 80-100k,575,574
2009,OK,Oklahoma,Less than 20k,534,538
2009,OK,Oklahoma,More than 100k,588,591
2009,OR,Oregon,Between 20-40k,516,514
2009,OR,Oregon,Between 40-60k,537,534
2009,OR,Oregon,Between 60-80k,554,547
2009,OR,Oregon,Between 80-100k,553,551
2009,OR,Oregon,Less than 20k,481,481
2009,OR,Oregon,More than 100k,569,563
2009,PA,Pennsylvania,Between 20-40k,493,486
2009,PA,Pennsylvania,Between 40-60k,521,511
2009,PA,Pennsylvania,Between 60-80k,536,522
2009,PA,Pennsylvania,Between 80-100k,547,537
2009,PA,Pennsylvania,Less than 20k,450,444
2009,PA,Pennsylvania,More than 100k,573,558
2009,RI,Rhode Island,Between 20-40k,493,496
2009,RI,Rhode Island,Between 40-60k,519,516
2009,RI,Rhode Island,Between 60-80k,529,534
2009,RI,Rhode Island,Between 80-100k,545,547
2009,RI,Rhode Island,Less than 20k,440,440
2009,RI,Rhode Island,More than 100k,569,562
2009,SC,South Carolina,Between 20-40k,493,484
2009,SC,South Carolina,Between 40-60k,524,511
2009,SC,South Carolina,Between 60-80k,539,524
2009,SC,South Carolina,Between 80-100k,540,521
2009,SC,South Carolina,Less than 20k,444,435
2009,SC,South Carolina,More than 100k,553,545
2009,SD,South Dakota,Between 20-40k,581,571
2009,SD,South Dakota,Between 40-60k,609,605
2009,SD,South Dakota,Between 60-80k,276,294
2009,SD,South Dakota,Between 80-100k,584,616
2009,SD,South Dakota,Less than 20k,548,564
2009,SD,South Dakota,More than 100k,603,637
2009,TN,Tennessee,Between 20-40k,543,562
2009,TN,Tennessee,Between 40-60k,567,575
2009,TN,Tennessee,Between 60-80k,589,593
2009,TN,Tennessee,Between 80-100k,581,590
2009,TN,Tennessee,Less than 20k,506,508
2009,TN,Tennessee,More than 100k,592,588
2009,TX,Texas,Between 20-40k,502,485
2009,TX,Texas,Between 40-60k,533,514
2009,TX,Texas,Between 60-80k,547,525
2009,TX,Texas,Between 80-100k,553,536
2009,TX,Texas,Less than 20k,458,436
2009,TX,Texas,More than 100k,574,552
2009,UT,Utah,Between 20-40k,553,561
2009,UT,Utah,Between 40-60k,577,583
2009,UT,Utah,Between 60-80k,566,571
2009,UT,Utah,Between 80-100k,566,561
2009,UT,Utah,Less than 20k,517,529
2009,UT,Utah,More than 100k,562,561
2009,VT,Vermont,Between 20-40k,508,510
2009,VT,Vermont,Between 40-60k,536,538
2009,VT,Vermont,Between 60-80k,542,546
2009,VT,Vermont,Between 80-100k,570,580
2009,VT,Vermont,Less than 20k,478,479
2009,VT,Vermont,More than 100k,557,556
2009,VA,Virginia,Between 20-40k,490,493
2009,VA,Virginia,Between 40-60k,524,524
2009,VA,Virginia,Between 60-80k,541,541
2009,VA,Virginia,Between 80-100k,549,548
2009,VA,Virginia,Less than 20k,449,448
2009,VA,Virginia,More than 100k,575,569
2009,WA,Washington,Between 20-40k,521,517
2009,WA,Washington,Between 40-60k,543,536
2009,WA,Washington,Between 60-80k,554,545
2009,WA,Washington,Between 80-100k,557,552
2009,WA,Washington,Less than 20k,479,470
2009,WA,Washington,More than 100k,571,560
2009,WV,West Virginia,Between 20-40k,490,505
2009,WV,West Virginia,Between 40-60k,509,511
2009,WV,West Virginia,Between 60-80k,521,526
2009,WV,West Virginia,Between 80-100k,529,533
2009,WV,West Virginia,Less than 20k,455,476
2009,WV,West Virginia,More than 100k,572,563
2009,WI,Wisconsin,Between 20-40k,596,586
2009,WI,Wisconsin,Between 40-60k,609,599
2009,WI,Wisconsin,Between 60-80k,619,608
2009,WI,Wisconsin,Between 80-100k,618,611
2009,WI,Wisconsin,Less than 20k,558,528
2009,WI,Wisconsin,More than 100k,629,599
2009,WY,Wyoming,Between 20-40k,557,563
2009,WY,Wyoming,Between 40-60k,572,565
2009,WY,Wyoming,Between 60-80k,534,544
2009,WY,Wyoming,Between 80-100k,520,526
2009,WY,Wyoming,Less than 20k,267,263
2009,WY,Wyoming,More than 100k,599,628
2010,AL,Alabama,Between 20-40k,490,501
2010,AL,Alabama,Between 40-60k,516,530
2010,AL,Alabama,Between 60-80k,534,549
2010,AL,Alabama,Between 80-100k,563,575
2010,AL,Alabama,Less than 20k,445,452
2010,AL,Alabama,More than 100k,581,581
2010,AK,Alaska,Between 20-40k,485,496
2010,AK,Alaska,Between 40-60k,500,498
2010,AK,Alaska,Between 60-80k,508,519
2010,AK,Alaska,Between 80-100k,516,526
2010,AK,Alaska,Less than 20k,450,460
2010,AK,Alaska,More than 100k,545,540
2010,AZ,Arizona,Between 20-40k,491,487
2010,AZ,Arizona,Between 40-60k,506,505
2010,AZ,Arizona,Between 60-80k,523,519
2010,AZ,Arizona,Between 80-100k,531,525
2010,AZ,Arizona,Less than 20k,472,463
2010,AZ,Arizona,More than 100k,553,542
2010,AR,Arkansas,Between 20-40k,530,523
2010,AR,Arkansas,Between 40-60k,546,549
2010,AR,Arkansas,Between 60-80k,562,563
2010,AR,Arkansas,Between 80-100k,574,578
2010,AR,Arkansas,Less than 20k,510,489
2010,AR,Arkansas,More than 100k,591,591
2010,CA,California,Between 20-40k,477,461
2010,CA,California,Between 40-60k,501,488
2010,CA,California,Between 60-80k,520,508
2010,CA,California,Between 80-100k,537,525
2010,CA,California,Less than 20k,457,436
2010,CA,California,More than 100k,563,550
2010,CO,Colorado,Between 20-40k,532,539
2010,CO,Colorado,Between 40-60k,550,551
2010,CO,Colorado,Between 60-80k,558,558
2010,CO,Colorado,Between 80-100k,574,569
2010,CO,Colorado,Less than 20k,507,498
2010,CO,Colorado,More than 100k,586,578
2010,CT,Connecticut,Between 20-40k,457,458
2010,CT,Connecticut,Between 40-60k,482,480
2010,CT,Connecticut,Between 60-80k,498,498
2010,CT,Connecticut,Between 80-100k,518,514
2010,CT,Connecticut,Less than 20k,426,424
2010,CT,Connecticut,More than 100k,551,542
2010,DE,Delaware,Between 20-40k,449,449
2010,DE,Delaware,Between 40-60k,476,478
2010,DE,Delaware,Between 60-80k,493,488
2010,DE,Delaware,Between 80-100k,506,503
2010,DE,Delaware,Less than 20k,436,430
2010,DE,Delaware,More than 100k,535,534
2010,DC,District Of Columbia,Between 20-40k,399,406
2010,DC,District Of Columbia,Between 40-60k,413,431
2010,DC,District Of Columbia,Between 60-80k,441,451
2010,DC,District Of Columbia,Between 80-100k,505,525
2010,DC,District Of Columbia,Less than 20k,377,384
2010,DC,District Of Columbia,More than 100k,566,580
2010,FL,Florida,Between 20-40k,473,474
2010,FL,Florida,Between 40-60k,495,496
2010,FL,Florida,Between 60-80k,508,508
2010,FL,Florida,Between 80-100k,521,516
2010,FL,Florida,Less than 20k,441,442
2010,FL,Florida,More than 100k,541,534
2010,GA,Georgia,Between 20-40k,454,456
2010,GA,Georgia,Between 40-60k,476,479
2010,GA,Georgia,Between 60-80k,493,494
2010,GA,Georgia,Between 80-100k,511,510
2010,GA,Georgia,Less than 20k,429,427
2010,GA,Georgia,More than 100k,540,534
2010,HI,Hawaii,Between 20-40k,475,460
2010,HI,Hawaii,Between 40-60k,484,468
2010,HI,Hawaii,Between 60-80k,495,473
2010,HI,Hawaii,Between 80-100k,515,492
2010,HI,Hawaii,Less than 20k,462,441
2010,HI,Hawaii,More than 100k,550,523
2010,ID,Idaho,Between 20-40k,515,522
2010,ID,Idaho,Between 40-60k,529,533
2010,ID,Idaho,Between 60-80k,542,549
2010,ID,Idaho,Between 80-100k,556,552
2010,ID,Idaho,Less than 20k,513,519
2010,ID,Idaho,More than 100k,566,559
2010,IL,Illinois,Between 20-40k,529,518
2010,IL,Illinois,Between 40-60k,571,554
2010,IL,Illinois,Between 60-80k,584,573
2010,IL,Illinois,Between 80-100k,610,595
2010,IL,Illinois,Less than 20k,471,462
2010,IL,Illinois,More than 100k,629,614
2010,IN,Indiana,Between 20-40k,476,469
2010,IN,Indiana,Between 40-60k,495,485
2010,IN,Indiana,Between 60-80k,508,496
2010,IN,Indiana,Between 80-100k,519,504
2010,IN,Indiana,Less than 20k,446,443
2010,IN,Indiana,More than 100k,545,528
2010,IA,Iowa,Between 20-40k,548,554
2010,IA,Iowa,Between 40-60k,625,604
2010,IA,Iowa,Between 60-80k,594,605
2010,IA,Iowa,Between 80-100k,631,614
2010,IA,Iowa,Less than 20k,558,503
2010,IA,Iowa,More than 100k,627,621
2010,KS,Kansas,Between 20-40k,556,541
2010,KS,Kansas,Between 40-60k,585,586
2010,KS,Kansas,Between 60-80k,566,570
2010,KS,Kansas,Between 80-100k,615,612
2010,KS,Kansas,Less than 20k,549,509
2010,KS,Kansas,More than 100k,618,615
2010,KY,Kentucky,Between 20-40k,538,531
2010,KY,Kentucky,Between 40-60k,549,553
2010,KY,Kentucky,Between 60-80k,560,568
2010,KY,Kentucky,Between 80-100k,572,578
2010,KY,Kentucky,Less than 20k,536,524
2010,KY,Kentucky,More than 100k,587,591
2010,LA,Louisiana,Between 20-40k,496,502
2010,LA,Louisiana,Between 40-60k,517,529
2010,LA,Louisiana,Between 60-80k,527,542
2010,LA,Louisiana,Between 80-100k,552,568
2010,LA,Louisiana,Less than 20k,470,461
2010,LA,Louisiana,More than 100k,575,577
2010,ME,Maine,Between 20-40k,471,483
2010,ME,Maine,Between 40-60k,492,495
2010,ME,Maine,Between 60-80k,507,510
2010,ME,Maine,Between 80-100k,515,512
2010,ME,Maine,Less than 20k,434,441
2010,ME,Maine,More than 100k,539,536
2010,MD,Maryland,Between 20-40k,456,453
2010,MD,Maryland,Between 40-60k,477,476
2010,MD,Maryland,Between 60-80k,501,497
2010,MD,Maryland,Between 80-100k,516,509
2010,MD,Maryland,Less than 20k,431,425
2010,MD,Maryland,More than 100k,549,540
2010,MA,Massachusetts,Between 20-40k,483,467
2010,MA,Massachusetts,Between 40-60k,505,492
2010,MA,Massachusetts,Between 60-80k,516,507
2010,MA,Massachusetts,Between 80-100k,532,519
2010,MA,Massachusetts,Less than 20k,453,430
2010,MA,Massachusetts,More than 100k,565,549
2010,MI,Michigan,Between 20-40k,546,525
2010,MI,Michigan,Between 40-60k,576,555
2010,MI,Michigan,Between 60-80k,591,582
2010,MI,Michigan,Between 80-100k,602,582
2010,MI,Michigan,Less than 20k,528,496
2010,MI,Michigan,More than 100k,621,600
2010,MN,Minnesota,Between 20-40k,556,545
2010,MN,Minnesota,Between 40-60k,580,563
2010,MN,Minnesota,Between 60-80k,579,571
2010,MN,Minnesota,Between 80-100k,609,607
2010,MN,Minnesota,Less than 20k,540,504
2010,MN,Minnesota,More than 100k,619,607
2010,MS,Mississippi,Between 20-40k,512,525
2010,MS,Mississippi,Between 40-60k,531,557
2010,MS,Mississippi,Between 60-80k,538,560
2010,MS,Mississippi,Between 80-100k,565,587
2010,MS,Mississippi,Less than 20k,454,464
2010,MS,Mississippi,More than 100k,582,603
2010,MO,Missouri,Between 20-40k,538,542
2010,MO,Missouri,Between 40-60k,570,580
2010,MO,Missouri,Between 60-80k,574,583
2010,MO,Missouri,Between 80-100k,591,587
2010,MO,Missouri,Less than 20k,531,506
2010,MO,Missouri,More than 100k,608,608
2010,MT,Montana,Between 20-40k,514,525
2010,MT,Montana,Between 40-60k,535,530
2010,MT,Montana,Between 60-80k,541,541
2010,MT,Montana,Between 80-100k,548,539
2010,MT,Montana,Less than 20k,507,513
2010,MT,Montana,More than 100k,559,552
2010,NE,Nebraska,Between 20-40k,571,571
2010,NE,Nebraska,Between 40-60k,581,566
2010,NE,Nebraska,Between 60-80k,594,584
2010,NE,Nebraska,Between 80-100k,602,597
2010,NE,Nebraska,Less than 20k,527,541
2010,NE,Nebraska,More than 100k,604,606
2010,NV,Nevada,Between 20-40k,477,472
2010,NV,Nevada,Between 40-60k,498,493
2010,NV,Nevada,Between 60-80k,501,499
2010,NV,Nevada,Between 80-100k,512,508
2010,NV,Nevada,Less than 20k,460,447
2010,NV,Nevada,More than 100k,526,520
2010,NH,New Hampshire,Between 20-40k,490,489
2010,NH,New Hampshire,Between 40-60k,501,503
2010,NH,New Hampshire,Between 60-80k,513,510
2010,NH,New Hampshire,Between 80-100k,519,518
2010,NH,New Hampshire,Less than 20k,475,471
2010,NH,New Hampshire,More than 100k,553,544
2010,NJ,New Jersey,Between 20-40k,466,446
2010,NJ,New Jersey,Between 40-60k,492,474
2010,NJ,New Jersey,Between 60-80k,505,488
2010,NJ,New Jersey,Between 80-100k,519,501
2010,NJ,New Jersey,Less than 20k,437,415
2010,NJ,New Jersey,More than 100k,551,529
2010,NM,New Mexico,Between 20-40k,517,524
2010,NM,New Mexico,Between 40-60k,526,532
2010,NM,New Mexico,Between 60-80k,532,539
2010,NM,New Mexico,Between 80-100k,550,566
2010,NM,New Mexico,Less than 20k,523,491
2010,NM,New Mexico,More than 100k,576,579
2010,NY,New York,Between 20-40k,472,455
2010,NY,New York,Between 40-60k,492,480
2010,NY,New York,Between 60-80k,506,495
2010,NY,New York,Between 80-100k,521,506
2010,NY,New York,Less than 20k,444,419
2010,NY,New York,More than 100k,551,534
2010,NC,North Carolina,Between 20-40k,476,460
2010,NC,North Carolina,Between 40-60k,500,487
2010,NC,North Carolina,Between 60-80k,516,501
2010,NC,North Carolina,Between 80-100k,531,515
2010,NC,North Carolina,Less than 20k,449,432
2010,NC,North Carolina,More than 100k,558,543
2010,ND,North Dakota,Between 20-40k,570,557
2010,ND,North Dakota,Between 40-60k,608,599
2010,ND,North Dakota,Between 60-80k,619,600
2010,ND,North Dakota,Between 80-100k,597,589
2010,ND,North Dakota,Less than 20k,493,508
2010,ND,North Dakota,More than 100k,576,595
2010,OH,Ohio,Between 20-40k,496,494
2010,OH,Ohio,Between 40-60k,522,517
2010,OH,Ohio,Between 60-80k,540,533
2010,OH,Ohio,Between 80-100k,548,540
2010,OH,Ohio,Less than 20k,465,462
2010,OH,Ohio,More than 100k,572,558
2010,OK,Oklahoma,Between 20-40k,547,535
2010,OK,Oklahoma,Between 40-60k,548,559
2010,OK,Oklahoma,Between 60-80k,555,568
2010,OK,Oklahoma,Between 80-100k,575,578
2010,OK,Oklahoma,Less than 20k,516,502
2010,OK,Oklahoma,More than 100k,583,583
2010,OR,Oregon,Between 20-40k,498,498
2010,OR,Oregon,Between 40-60k,512,517
2010,OR,Oregon,Between 60-80k,523,523
2010,OR,Oregon,Between 80-100k,536,535
2010,OR,Oregon,Less than 20k,476,471
2010,OR,Oregon,More than 100k,557,553
2010,PA,Pennsylvania,Between 20-40k,466,460
2010,PA,Pennsylvania,Between 40-60k,489,482
2010,PA,Pennsylvania,Between 60-80k,502,493
2010,PA,Pennsylvania,Between 80-100k,515,505
2010,PA,Pennsylvania,Less than 20k,434,426
2010,PA,Pennsylvania,More than 100k,546,533
2010,RI,Rhode Island,Between 20-40k,466,464
2010,RI,Rhode Island,Between 40-60k,483,485
2010,RI,Rhode Island,Between 60-80k,498,495
2010,RI,Rhode Island,Between 80-100k,517,518
2010,RI,Rhode Island,Less than 20k,422,420
2010,RI,Rhode Island,More than 100k,542,538
2010,SC,South Carolina,Between 20-40k,464,452
2010,SC,South Carolina,Between 40-60k,489,478
2010,SC,South Carolina,Between 60-80k,499,487
2010,SC,South Carolina,Between 80-100k,517,506
2010,SC,South Carolina,Less than 20k,433,423
2010,SC,South Carolina,More than 100k,543,528
2010,SD,South Dakota,Between 20-40k,547,559
2010,SD,South Dakota,Between 40-60k,609,587
2010,SD,South Dakota,Between 60-80k,609,591
2010,SD,South Dakota,Between 80-100k,583,618
2010,SD,South Dakota,Less than 20k,549,510
